Date,State of charge
2012-01-18 12:33:00,92
2012-01-18 12:33:00,92
2012-01-19 11:25:00,92
2012-01-19 11:28:00,90
2012-01-19 11:40:00,90
2012-01-19 11:41:00,90
2012-01-19 17:45:00,89
2012-01-19 18:06:00,71
2012-01-19 18:29:00,70
2012-01-19 18:31:00,70
2012-01-19 18:55:00,70
2012-01-19 18:59:00,67
2012-01-19 19:01:00,67
2012-01-19 19:15:00,61
2012-01-22 13:05:00,61
2012-01-22 15:13:00,94
2012-01-22 15:17:00,94
2012-01-22 15:18:00,94
2012-01-22 15:21:00,94
2012-01-22 15:26:00,92
2012-01-22 15:56:00,92
2012-01-22 16:01:00,89
2012-01-23 06:44:00,80
2012-01-23 07:10:00,53
2012-01-23 15:31:00,50
2012-01-23 15:37:00,49
2012-01-23 15:49:00,49
2012-01-23 16:17:00,29
2012-01-23 16:17:00,29
2012-01-23 21:34:00,100
2012-01-24 06:40:00,94
2012-01-24 07:06:00,69
2012-01-24 15:11:00,69
2012-01-24 15:42:00,50
2012-01-24 15:43:00,50
2012-01-24 18:48:00,99
2012-01-24 18:49:00,99
2012-01-24 18:49:00,99
2012-01-24 18:56:00,97
2012-01-24 18:57:00,97
2012-01-24 18:58:00,97
2012-01-24 19:13:00,79
2012-01-24 19:28:00,79
2012-01-24 19:31:00,78
2012-01-24 19:33:00,78
2012-01-24 19:49:00,61
2012-01-24 19:49:00,61
2012-01-24 23:30:00,100
2012-01-25 06:49:00,91
2012-01-25 07:13:00,66
2012-01-25 07:17:00,66
2012-01-25 07:20:00,65
2012-01-25 15:12:00,65
2012-01-25 15:25:00,59
2012-01-25 16:06:00,58
2012-01-25 16:29:00,25
2012-01-25 16:29:00,25
2012-01-25 21:51:00,100
2012-01-26 06:41:00,94
2012-01-26 07:06:00,69
2012-01-26 15:12:00,69
2012-01-26 15:26:00,60
2012-01-26 15:49:00,60
2012-01-26 16:10:00,38
2012-01-26 16:11:00,38
2012-01-26 20:49:00,100
2012-01-27 06:36:00,100
2012-01-27 06:43:00,93
2012-01-27 06:48:00,92
2012-01-27 07:07:00,73
2012-01-27 15:06:00,72
2012-01-27 15:38:00,44
2012-01-27 15:39:00,44
2012-01-27 20:04:00,100
2012-01-28 10:26:00,100
2012-01-28 10:46:00,81
2012-01-28 10:47:00,81
2012-01-28 10:50:00,80
2012-01-28 11:53:00,80
2012-01-28 12:10:00,62
2012-01-28 12:18:00,62
2012-01-28 12:38:00,40
2012-01-28 14:41:00,40
2012-01-28 15:00:00,18
2012-01-28 15:03:00,18
2012-01-28 15:10:00,14
2012-01-28 15:10:00,14
2012-01-28 21:04:00,100
2012-01-31 06:45:00,97
2012-01-31 07:10:00,72
2012-01-31 15:13:00,72
2012-01-31 15:40:00,43
2012-01-31 15:46:00,43
2012-01-31 15:50:00,40
2012-01-31 15:59:00,40
2012-01-31 16:04:00,37
2012-01-31 16:07:00,37
2012-01-31 20:59:00,100
2012-02-01 06:42:00,100
2012-02-01 07:06:00,73
2012-02-01 15:12:00,73
2012-02-01 15:41:00,44
2012-02-01 15:42:00,44
2012-02-01 17:12:00,70
2012-02-01 17:14:00,70
2012-02-01 17:17:00,67
2012-02-01 17:19:00,67
2012-02-01 17:20:00,66
2012-02-01 17:29:00,66
2012-02-01 17:34:00,63
2012-02-01 17:34:00,63
2012-02-01 18:37:00,81
2012-02-01 18:38:00,81
2012-02-01 18:53:00,61
2012-02-01 20:19:00,61
2012-02-01 20:38:00,42
2012-02-02 06:41:00,96
2012-02-02 07:07:00,68
2012-02-02 15:16:00,67
2012-02-02 15:47:00,35
2012-02-02 15:55:00,35
2012-02-02 16:01:00,31
2012-02-02 19:10:00,31
2012-02-02 19:12:00,30
2012-02-02 19:13:00,30
2012-02-02 19:13:00,30
2012-02-02 19:17:00,30
2012-02-02 19:18:00,30
2012-02-02 19:18:00,30
2012-02-02 20:38:00,42
2012-02-03 00:42:00,100
2012-02-03 01:13:00,100
2012-02-03 06:36:00,96
2012-02-03 07:05:00,68
2012-02-03 14:38:00,68
2012-02-03 15:06:00,37
2012-02-03 15:08:00,37
2012-02-03 20:06:00,100
2012-02-04 08:53:00,96
2012-02-04 08:59:00,88
2012-02-04 09:03:00,88
2012-02-04 09:09:00,82
2012-02-04 16:06:00,81
2012-02-04 16:10:00,77
2012-02-04 16:27:00,77
2012-02-04 16:31:00,74
2012-02-05 12:58:00,74
2012-02-05 13:18:00,47
2012-02-05 15:45:00,47
2012-02-05 16:04:00,18
2012-02-05 16:08:00,18
2012-02-05 17:26:00,42
2012-02-05 17:26:00,42
2012-02-05 17:29:00,40
2012-02-05 17:30:00,40
2012-02-05 22:17:00,100
2012-02-06 06:46:00,99
2012-02-06 07:12:00,67
2012-02-06 15:28:00,67
2012-02-06 15:55:00,36
2012-02-06 15:57:00,36
2012-02-06 20:54:00,100
2012-02-07 06:43:00,95
2012-02-07 07:07:00,63
2012-02-07 07:10:00,63
2012-02-07 07:12:00,62
2012-02-07 15:04:00,62
2012-02-07 15:08:00,59
2012-02-07 15:11:00,59
2012-02-07 15:38:00,15
2012-02-07 15:48:00,15
2012-02-07 15:53:00,14
2012-02-07 15:57:00,14
2012-02-07 22:02:00,100
2012-02-08 06:51:00,97
2012-02-08 07:15:00,70
2012-02-08 15:12:00,70
2012-02-08 15:21:00,64
2012-02-08 15:23:00,64
2012-02-08 15:49:00,27
2012-02-08 15:49:00,27
2012-02-08 20:59:00,100
2012-02-09 06:40:00,99
2012-02-09 07:06:00,73
2012-02-09 15:27:00,73
2012-02-09 15:52:00,43
2012-02-09 20:01:00,43
2012-02-09 20:02:00,43
2012-02-09 20:34:00,43
2012-02-09 20:36:00,42
2012-02-10 06:45:00,98
2012-02-10 06:51:00,91
2012-02-10 06:55:00,91
2012-02-10 07:18:00,68
2012-02-10 14:46:00,68
2012-02-10 15:14:00,36
2012-02-10 15:15:00,36
2012-02-10 20:07:00,100
2012-02-10 20:36:00,42
2012-02-11 01:21:00,100
2012-02-12 13:54:00,100
2012-02-12 13:54:00,100
2012-02-12 13:57:00,99
2012-02-12 13:58:00,99
2012-02-13 06:48:00,92
2012-02-13 07:14:00,63
2012-02-13 11:41:00,63
2012-02-13 12:07:00,35
2012-02-13 12:12:00,35
2012-02-13 12:17:00,32
2012-02-13 12:19:00,32
2012-02-13 17:14:00,100
2012-02-14 06:43:00,100
2012-02-14 07:08:00,71
2012-02-14 15:01:00,70
2012-02-14 15:28:00,46
2012-02-14 15:38:00,46
2012-02-14 15:43:00,43
2012-02-14 15:46:00,43
2012-02-14 20:16:00,100
2012-02-15 06:44:00,100
2012-02-15 07:09:00,72
2012-02-15 15:23:00,72
2012-02-15 15:50:00,46
2012-02-15 15:55:00,46
2012-02-15 16:04:00,37
2012-02-15 16:27:00,37
2012-02-15 16:35:00,28
2012-02-15 17:33:00,22
2012-02-15 17:44:00,25
2012-02-15 17:45:00,25
2012-02-15 17:48:00,22
2012-02-15 18:00:00,22
2012-02-15 18:05:00,18
2012-02-15 18:05:00,18
2012-02-15 23:39:00,100
2012-02-16 06:43:00,96
2012-02-16 07:06:00,69
2012-02-16 15:14:00,68
2012-02-16 15:46:00,39
2012-02-16 15:47:00,39
2012-02-16 18:54:00,95
2012-02-16 18:56:00,95
2012-02-16 19:12:00,76
2012-02-16 19:12:00,76
2012-02-16 19:13:00,76
2012-02-16 21:06:00,76
2012-02-16 21:24:00,54
2012-02-17 06:51:00,99
2012-02-17 07:17:00,71
2012-02-17 14:50:00,71
2012-02-17 14:59:00,65
2012-02-17 15:41:00,64
2012-02-17 15:59:00,49
2012-02-17 16:02:00,49
