Date,State of charge
2012-01-01 02:02:00,74
2012-01-01 04:33:00,100
2012-01-01 21:31:00,98
2012-01-01 21:59:00,100
2012-01-02 06:12:00,100
2012-01-02 06:29:00,80
2012-01-02 16:01:00,80
2012-01-02 16:18:00,59
2012-01-02 17:00:00,59
2012-01-02 17:04:00,56
2012-01-02 17:21:00,56
2012-01-02 17:23:00,55
2012-01-02 17:32:00,55
2012-01-02 17:37:00,51
2012-01-03 03:15:00,100
2012-01-03 03:29:00,75
2012-01-03 15:56:00,53
2012-01-03 15:58:00,52
2012-01-03 16:00:00,52
2012-01-03 16:04:00,51
2012-01-03 17:03:00,51
2012-01-03 17:06:00,48
2012-01-03 17:08:00,48
2012-01-03 17:12:00,46
2012-01-03 22:07:00,51
2012-01-04 01:54:00,100
2012-01-04 06:14:00,100
2012-01-04 06:30:00,81
2012-01-04 15:01:00,81
2012-01-04 15:17:00,57
2012-01-04 18:49:00,57
2012-01-04 18:52:00,56
2012-01-04 21:36:00,46
2012-01-05 01:45:00,100
2012-01-05 06:17:00,100
2012-01-05 06:35:00,78
2012-01-05 15:01:00,78
2012-01-05 15:16:00,57
2012-01-05 15:17:00,57
2012-01-05 15:22:00,54
2012-01-05 16:50:00,54
2012-01-05 16:53:00,51
2012-01-05 16:58:00,51
2012-01-05 17:03:00,49
2012-01-05 21:39:00,56
2012-01-06 01:19:00,100
2012-01-06 06:18:00,100
2012-01-06 06:35:00,77
2012-01-06 12:00:00,77
2012-01-06 12:18:00,58
2012-01-06 15:44:00,58
2012-01-06 15:48:00,54
2012-01-06 15:50:00,54
2012-01-06 15:53:00,52
2012-01-06 16:00:00,52
2012-01-06 16:04:00,50
2012-01-06 16:06:00,50
2012-01-06 16:13:00,47
2012-01-06 16:13:00,47
2012-01-06 20:27:00,100
2012-01-06 21:51:00,49
2012-01-07 01:52:00,100
2012-01-07 11:38:00,100
2012-01-07 11:41:00,96
2012-01-07 11:45:00,96
2012-01-07 11:46:00,95
2012-01-07 12:09:00,95
2012-01-07 12:13:00,93
2012-01-07 13:35:00,93
2012-01-07 13:40:00,89
2012-01-07 14:10:00,89
2012-01-07 14:17:00,85
2012-01-07 17:54:00,85
2012-01-07 17:56:00,84
2012-01-07 22:30:00,84
2012-01-08 00:23:00,99
2012-01-09 03:09:00,99
2012-01-09 03:24:00,75
2012-01-09 15:32:00,75
2012-01-09 15:48:00,53
2012-01-09 17:09:00,53
2012-01-09 17:13:00,49
2012-01-09 17:25:00,49
2012-01-09 17:31:00,46
2012-01-09 21:23:00,46
2012-01-09 22:18:00,62
2012-01-10 06:18:00,62
2012-01-10 06:35:00,42
2012-01-10 16:01:00,42
2012-01-10 16:21:00,20
2012-01-10 17:05:00,20
2012-01-10 22:47:00,100
2012-01-11 06:15:00,100
2012-01-11 06:35:00,80
2012-01-11 15:01:00,80
2012-01-11 15:19:00,59
2012-01-11 17:53:00,59
2012-01-11 17:55:00,58
2012-01-12 06:15:00,100
2012-01-12 06:34:00,81
2012-01-12 15:00:00,81
2012-01-12 15:17:00,55
2012-01-12 15:45:00,55
2012-01-12 15:50:00,52
2012-01-12 15:52:00,52
2012-01-12 15:55:00,50
2012-01-12 16:01:00,50
2012-01-12 16:09:00,46
2012-01-12 21:49:00,58
2012-01-13 01:13:00,100
2012-01-13 06:14:00,100
2012-01-13 06:31:00,80
2012-01-13 12:01:00,80
2012-01-13 12:03:00,78
2012-01-13 12:06:00,78
2012-01-13 12:23:00,55
2012-01-13 17:20:00,55
2012-01-13 17:23:00,52
2012-01-13 17:30:00,52
2012-01-13 17:34:00,50
2012-01-13 22:09:00,46
2012-01-14 02:26:00,100
2012-01-14 11:55:00,100
2012-01-14 11:58:00,97
2012-01-14 12:14:00,97
2012-01-14 12:16:00,95
2012-01-14 12:37:00,95
2012-01-14 12:41:00,93
2012-01-14 15:37:00,92
2012-01-14 15:42:00,89
2012-01-14 16:23:00,89
2012-01-14 16:30:00,85
2012-01-14 22:48:00,50
2012-01-15 02:47:00,100
2012-01-15 03:35:00,97
2012-01-15 03:49:00,69
2012-01-15 07:31:00,69
2012-01-15 07:45:00,49
2012-01-15 07:48:00,49
2012-01-15 07:51:00,47
2012-01-15 19:14:00,47
2012-01-15 19:16:00,46
2012-01-15 23:40:00,85
2012-01-16 01:29:00,97
2012-01-16 06:19:00,100
2012-01-16 06:36:00,78
2012-01-16 16:01:00,78
2012-01-16 16:18:00,56
2012-01-16 17:03:00,56
2012-01-16 17:07:00,53
2012-01-16 17:23:00,53
2012-01-16 17:28:00,50
2012-01-16 21:12:00,46
2012-01-17 01:33:00,100
2012-01-17 06:17:00,100
2012-01-17 06:34:00,78
2012-01-17 16:01:00,78
2012-01-17 16:18:00,58
2012-01-17 16:44:00,57
2012-01-17 16:50:00,54
2012-01-17 16:59:00,54
2012-01-17 17:02:00,52
2012-01-17 17:15:00,52
2012-01-17 17:22:00,49
2012-01-17 21:47:00,50
2012-01-18 01:48:00,100
2012-01-18 06:20:00,100
2012-01-18 06:36:00,79
2012-01-18 15:01:00,79
2012-01-18 15:18:00,56
2012-01-18 19:47:00,56
2012-01-18 19:48:00,55
2012-01-18 22:16:00,49
2012-01-19 02:27:00,100
2012-01-19 03:14:00,100
2012-01-19 03:29:00,76
2012-01-19 14:16:00,76
2012-01-19 14:33:00,54
2012-01-19 16:52:00,53
2012-01-19 16:55:00,50
2012-01-19 17:07:00,50
2012-01-19 17:09:00,48
2012-01-19 17:17:00,48
2012-01-19 17:21:00,46
2012-01-19 21:53:00,55
2012-01-20 01:38:00,100
2012-01-20 03:13:00,99
2012-01-20 03:28:00,77
2012-01-20 10:01:00,77
2012-01-20 10:15:00,58
2012-01-20 10:25:00,58
2012-01-20 10:35:00,49
2012-01-20 10:43:00,48
2012-01-20 10:48:00,46
2012-01-20 15:29:00,46
2012-01-20 15:33:00,41
2012-01-20 15:44:00,41
2012-01-20 15:47:00,39
2012-01-20 16:14:00,39
2012-01-20 16:16:00,38
2012-01-20 16:48:00,38
2012-01-20 17:04:00,32
2012-01-20 21:34:00,46
2012-01-21 01:58:00,100
2012-01-21 03:28:00,100
2012-01-21 03:43:00,78
2012-01-21 07:29:00,78
2012-01-21 07:45:00,57
2012-01-21 17:34:00,56
2012-01-21 17:37:00,55
2012-01-21 21:25:00,32
2012-01-22 02:37:00,100
2012-01-22 13:03:00,100
2012-01-22 13:07:00,95
2012-01-22 13:13:00,95
2012-01-22 13:16:00,93
2012-01-22 13:29:00,93
2012-01-22 13:32:00,91
2012-01-22 21:49:00,89
2012-01-22 21:53:00,55
2012-01-22 23:21:00,98
2012-01-23 01:52:00,100
2012-01-23 12:04:00,71
2012-01-23 12:09:00,68
2012-01-23 12:13:00,68
2012-01-23 12:29:00,52
2012-01-23 12:32:00,52
2012-01-23 12:42:00,43
2012-01-23 19:57:00,42
2012-01-23 19:59:00,41
2012-01-24 06:18:00,98
2012-01-24 06:35:00,74
2012-01-24 16:00:00,74
2012-01-24 16:05:00,70
2012-01-24 16:16:00,70
2012-01-24 16:35:00,48
2012-01-24 21:41:00,41
2012-01-25 02:32:00,100
2012-01-25 03:01:00,99
2012-01-25 03:15:00,74
2012-01-25 07:18:00,74
2012-01-25 07:19:00,73
2012-01-25 12:09:00,73
2012-01-25 12:25:00,53
2012-01-25 17:27:00,53
2012-01-25 17:31:00,49
2012-01-25 17:44:00,49
2012-01-25 17:49:00,45
2012-01-25 22:09:00,45
2012-01-25 22:10:00,48
2012-01-25 22:14:00,46
2012-01-25 22:20:00,46
2012-01-25 22:21:00,47
2012-01-26 02:41:00,100
2012-01-26 05:49:00,47
2012-01-26 05:58:00,49
2012-01-26 06:03:00,49
2012-01-26 06:06:00,50
2012-01-26 07:55:00,27
2012-01-26 07:55:00,27
2012-01-26 07:59:00,27
2012-01-26 14:19:00,100
2012-01-26 15:01:00,100
2012-01-26 15:03:00,98
2012-01-26 15:10:00,97
2012-01-26 15:12:00,96
2012-01-26 15:18:00,96
2012-01-26 15:27:00,85
2012-01-26 20:31:00,77
2012-01-26 20:34:00,76
2012-01-26 20:34:00,76
2012-01-26 23:40:00,100
2012-01-27 06:20:00,99
2012-01-27 06:37:00,73
2012-01-27 11:59:00,73
2012-01-27 12:03:00,70
2012-01-27 12:14:00,70
2012-01-27 12:33:00,50
2012-01-27 17:05:00,50
2012-01-27 17:07:00,49
2012-01-27 17:08:00,49
2012-01-27 22:25:00,100
2012-01-28 10:46:00,100
2012-01-28 10:49:00,96
2012-01-28 11:13:00,96
2012-01-28 11:15:00,94
2012-01-28 11:29:00,94
2012-01-28 11:32:00,92
2012-01-28 17:17:00,92
2012-01-28 17:19:00,91
2012-01-28 17:20:00,91
2012-01-28 18:46:00,99
2012-01-29 02:36:00,98
2012-01-29 02:56:00,73
2012-01-29 02:56:00,73
2012-01-29 05:45:00,99
2012-01-29 13:33:00,99
2012-01-29 13:49:00,77
2012-01-29 21:15:00,77
2012-01-29 23:55:00,99
2012-01-30 11:04:00,72
2012-01-30 11:07:00,69
2012-01-30 11:29:00,69
2012-01-30 11:54:00,50
2012-01-30 15:50:00,50
2012-01-30 15:53:00,47
2012-01-30 16:10:00,47
2012-01-30 16:13:00,43
2012-01-31 03:10:00,100
2012-01-31 03:26:00,72
2012-01-31 12:35:00,72
2012-01-31 12:51:00,52
2012-01-31 14:29:00,48
2012-01-31 14:30:00,47
2012-01-31 14:37:00,47
2012-01-31 14:41:00,45
2012-01-31 19:31:00,43
2012-02-01 01:26:00,100
2012-02-01 06:13:00,100
2012-02-01 06:30:00,73
2012-02-01 15:00:00,73
2012-02-01 15:04:00,70
2012-02-01 15:11:00,70
2012-02-01 15:31:00,51
2012-02-01 21:18:00,45
2012-02-02 03:02:00,100
2012-02-02 06:17:00,100
2012-02-02 06:34:00,73
2012-02-02 15:01:00,73
2012-02-02 15:18:00,51
2012-02-02 16:57:00,51
2012-02-02 17:01:00,46
2012-02-02 19:55:00,51
2012-02-03 01:15:00,100
2012-02-03 03:12:00,100
2012-02-03 03:29:00,72
2012-02-03 07:48:00,72
2012-02-03 08:06:00,47
2012-02-03 08:06:00,47
2012-02-03 12:33:00,99
2012-02-03 12:34:00,99
2012-02-03 12:55:00,71
2012-02-03 19:04:00,70
2012-02-03 19:21:00,42
2012-02-03 19:24:00,38
2012-02-04 01:26:00,100
2012-02-04 09:44:00,99
2012-02-04 09:49:00,94
2012-02-04 10:06:00,94
2012-02-04 10:10:00,91
2012-02-04 10:17:00,91
2012-02-04 10:22:00,87
2012-02-04 10:22:00,87
2012-02-04 11:52:00,99
2012-02-04 11:53:00,99
