Date,State of charge
2012-01-31 14:01:00,44
2012-01-31 14:03:00,44
2012-01-31 14:03:00,44
2012-01-31 19:56:00,100
2012-02-01 08:58:00,100
2012-02-01 08:59:00,99
2012-02-01 11:23:00,97
2012-02-01 11:38:00,84
2012-02-01 11:42:00,84
2012-02-01 11:50:00,81
2012-02-01 11:52:00,81
2012-02-01 11:52:00,81
2012-02-01 12:05:00,81
2012-02-01 12:23:00,69
2012-02-01 12:35:00,69
2012-02-01 12:56:00,53
2012-02-01 13:09:00,53
2012-02-01 13:30:00,47
2012-02-01 13:38:00,47
2012-02-01 13:49:00,44
2012-02-01 13:49:00,44
2012-02-01 14:44:00,55
2012-02-01 14:45:00,55
2012-02-01 14:46:00,55
2012-02-01 17:06:00,55
2012-02-01 17:24:00,50
2012-02-01 17:25:00,50
2012-02-01 21:45:00,100
2012-02-02 08:04:00,100
2012-02-02 08:08:00,98
2012-02-02 13:23:00,98
2012-02-02 13:28:00,96
2012-02-02 14:52:00,96
2012-02-02 15:05:00,89
2012-02-02 17:15:00,89
2012-02-02 17:21:00,85
2012-02-02 17:24:00,85
2012-02-02 19:10:00,94
2012-02-03 08:03:00,94
2012-02-03 08:09:00,90
2012-02-03 14:04:00,90
2012-02-03 14:10:00,84
2012-02-03 15:19:00,84
2012-02-03 15:35:00,75
2012-02-03 15:47:00,75
2012-02-03 16:23:00,38
2012-02-03 16:27:00,38
2012-02-03 16:32:00,38
2012-02-03 16:37:00,38
2012-02-03 18:10:00,65
2012-02-03 18:10:00,65
2012-02-03 18:14:00,61
2012-02-03 18:44:00,61
2012-02-03 18:49:00,56
2012-02-04 09:34:00,61
2012-02-04 09:40:00,55
2012-02-04 09:41:00,55
2012-02-04 09:47:00,52
2012-02-04 12:01:00,52
2012-02-04 16:30:00,100
2012-02-05 13:45:00,93
2012-02-05 13:54:00,86
2012-02-06 07:56:00,86
2012-02-06 08:01:00,81
2012-02-06 15:26:00,81
2012-02-06 15:31:00,76
2012-02-06 15:35:00,76
2012-02-06 15:42:00,70
2012-02-06 15:47:00,70
2012-02-06 15:58:00,58
2012-02-06 16:41:00,58
2012-02-06 17:03:00,40
2012-02-06 19:22:00,40
2012-02-06 19:34:00,29
2012-02-07 07:52:00,100
2012-02-07 07:56:00,95
2012-02-07 13:24:00,95
2012-02-07 13:28:00,93
2012-02-07 15:03:00,93
2012-02-07 15:09:00,90
2012-02-07 15:42:00,90
2012-02-07 15:45:00,88
2012-02-07 15:59:00,88
2012-02-07 16:02:00,86
2012-02-07 16:22:00,86
2012-02-07 16:25:00,84
2012-02-07 19:35:00,29
2012-02-07 20:17:00,84
2012-02-07 20:26:00,77
2012-02-08 01:10:00,100
2012-02-08 08:04:00,77
2012-02-08 08:08:00,73
2012-02-08 08:52:00,73
2012-02-08 08:56:00,68
2012-02-08 10:03:00,68
2012-02-08 10:08:00,63
2012-02-08 13:46:00,63
2012-02-08 13:58:00,54
2012-02-08 15:05:00,54
2012-02-08 15:13:00,47
2012-02-08 15:15:00,47
2012-02-08 15:36:00,43
2012-02-08 16:02:00,43
2012-02-08 16:07:00,40
2012-02-08 16:10:00,40
2012-02-08 20:53:00,100
2012-02-09 07:57:00,99
2012-02-09 08:08:00,92
2012-02-09 14:58:00,92
2012-02-09 15:29:00,72
2012-02-09 17:06:00,72
2012-02-09 17:19:00,61
2012-02-09 19:24:00,61
2012-02-09 19:39:00,53
2012-02-09 22:35:00,53
2012-02-09 22:50:00,43
2012-02-10 08:05:00,100
2012-02-10 08:15:00,90
2012-02-10 13:55:00,90
2012-02-10 14:00:00,86
2012-02-10 14:09:00,86
2012-02-10 14:12:00,84
2012-02-10 18:19:00,84
2012-02-10 18:34:00,74
2012-02-10 18:34:00,74
2012-02-10 21:22:00,98
2012-02-10 22:50:00,43
2012-02-11 03:23:00,100
2012-02-11 12:37:00,98
2012-02-11 12:45:00,88
2012-02-11 14:17:00,83
2012-02-11 14:19:00,80
2012-02-11 16:40:00,80
2012-02-11 17:00:00,69
2012-02-12 11:55:00,73
2012-02-12 12:20:00,54
2012-02-13 14:17:00,54
2012-02-13 18:09:00,100
2012-02-18 09:55:00,100
2012-02-18 09:57:00,97
2012-02-18 10:00:00,97
2012-02-18 10:03:00,95
2012-02-18 12:04:00,95
2012-02-18 12:30:00,68
2012-02-19 19:08:00,68
2012-02-19 22:32:00,100
2012-02-20 07:43:00,100
2012-02-20 07:47:00,96
2012-02-20 12:13:00,96
2012-02-20 12:28:00,86
2012-02-20 12:43:00,86
2012-02-20 12:48:00,78
2012-02-20 12:59:00,78
2012-02-20 13:08:00,71
2012-02-20 16:13:00,68
2012-02-20 16:16:00,64
2012-02-20 19:43:00,64
2012-02-20 19:46:00,60
2012-02-21 13:44:00,56
2012-02-21 13:50:00,51
2012-02-21 15:56:00,51
2012-02-21 15:58:00,48
2012-02-21 16:00:00,48
2012-02-21 16:06:00,44
2012-02-21 16:29:00,44
2012-02-21 16:31:00,43
2012-02-21 18:16:00,43
2012-02-21 18:18:00,41
2012-02-21 18:21:00,41
2012-02-21 18:25:00,37
2012-02-21 20:58:00,37
2012-02-21 21:03:00,33
2012-02-22 07:48:00,100
2012-02-22 07:53:00,96
2012-02-22 09:21:00,96
2012-02-22 09:25:00,90
2012-02-22 10:38:00,90
2012-02-22 10:49:00,77
2012-02-22 11:22:00,77
2012-02-22 11:36:00,63
2012-02-22 13:54:00,63
2012-02-22 13:59:00,59
2012-02-22 15:03:00,59
2012-02-22 15:09:00,55
2012-02-22 16:09:00,55
2012-02-22 16:14:00,52
2012-02-22 16:25:00,52
2012-02-22 16:31:00,48
2012-02-22 18:23:00,48
2012-02-22 18:28:00,42
2012-02-22 18:31:00,42
2012-02-22 18:49:00,47
2012-02-22 18:50:00,47
2012-02-22 18:57:00,41
2012-02-22 19:29:00,41
2012-02-22 19:38:00,34
2012-02-22 19:38:00,34
2012-02-22 21:05:00,33
2012-02-23 00:42:00,99
2012-02-23 02:12:00,100
2012-02-23 07:56:00,99
2012-02-23 08:00:00,95
2012-02-23 12:53:00,95
2012-02-23 12:55:00,93
2012-02-23 17:45:00,91
2012-02-23 17:52:00,87
2012-02-23 20:49:00,87
