Date,State of charge
2012-01-18 13:54:00,54
2012-01-18 13:55:00,54
2012-01-18 13:55:00,54
2012-01-18 18:50:00,100
2012-01-19 08:27:00,100
2012-01-19 08:27:00,99
2012-01-19 11:20:00,99
2012-01-19 11:24:00,98
2012-01-19 17:49:00,97
2012-01-19 18:10:00,84
2012-01-20 07:02:00,82
2012-01-20 07:34:00,57
2012-01-20 14:00:00,57
2012-01-20 14:21:00,37
2012-01-20 15:22:00,37
2012-01-20 15:33:00,30
2012-01-20 15:41:00,30
2012-01-20 15:44:00,29
2012-01-20 15:56:00,29
2012-01-20 16:06:00,19
2012-01-20 16:11:00,19
2012-01-20 21:45:00,100
2012-01-21 11:56:00,100
2012-01-21 12:05:00,89
2012-01-21 12:22:00,89
2012-01-21 12:31:00,83
2012-01-21 13:45:00,83
2012-01-21 13:48:00,82
2012-01-21 14:11:00,82
2012-01-21 14:13:00,81
2012-01-21 16:28:00,81
2012-01-21 16:29:00,80
2012-01-22 09:45:00,80
2012-01-22 09:48:00,78
2012-01-22 09:53:00,78
2012-01-22 09:56:00,77
2012-01-22 14:14:00,77
2012-01-22 14:16:00,76
2012-01-22 14:16:00,76
2012-01-22 14:17:00,76
2012-01-22 14:31:00,76
2012-01-22 14:33:00,76
2012-01-22 16:05:00,52
2012-01-22 16:38:00,20
2012-01-23 15:38:00,75
2012-01-23 16:00:00,56
2012-01-23 19:07:00,55
2012-01-23 19:17:00,39
2012-01-23 19:20:00,39
2012-01-23 19:29:00,28
2012-01-23 19:32:00,20
2012-01-24 01:07:00,100
2012-01-24 07:06:00,99
2012-01-24 07:29:00,78
2012-01-24 15:32:00,78
2012-01-24 15:55:00,58
2012-01-24 20:57:00,58
2012-01-25 00:46:00,100
2012-01-25 05:48:00,100
2012-01-25 05:51:00,97
2012-01-25 07:02:00,96
2012-01-25 07:04:00,94
2012-01-25 07:18:00,94
2012-01-25 07:41:00,72
2012-01-25 15:40:00,71
2012-01-25 16:02:00,49
2012-01-26 07:10:00,99
2012-01-26 07:26:00,80
2012-01-26 09:44:00,80
2012-01-26 09:52:00,73
2012-01-26 10:13:00,73
2012-01-26 10:23:00,65
2012-01-26 13:54:00,65
2012-01-26 14:09:00,53
2012-01-26 15:38:00,53
2012-01-26 15:41:00,52
2012-01-26 15:45:00,52
2012-01-26 16:00:00,37
2012-01-26 20:51:00,49
2012-01-27 01:16:00,100
2012-01-27 07:07:00,100
2012-01-27 07:29:00,75
2012-01-27 14:26:00,74
2012-01-27 14:30:00,70
2012-01-27 14:56:00,70
2012-01-27 15:14:00,51
2012-01-27 21:12:00,37
2012-01-28 01:55:00,100
2012-01-28 13:46:00,51
2012-01-28 13:48:00,49
2012-01-28 14:08:00,49
2012-01-28 14:11:00,47
2012-01-29 19:20:00,47
2012-01-29 23:54:00,100
2012-01-30 07:04:00,99
2012-01-30 07:28:00,78
2012-01-30 15:35:00,78
2012-01-30 15:38:00,77
2012-01-30 15:46:00,77
2012-01-30 15:51:00,75
2012-01-30 16:22:00,75
2012-01-30 16:44:00,52
2012-01-31 07:08:00,98
2012-01-31 07:29:00,75
2012-01-31 16:16:00,75
2012-01-31 16:38:00,50
2012-01-31 17:19:00,50
2012-01-31 17:23:00,47
2012-01-31 17:32:00,47
2012-01-31 17:33:00,47
2012-01-31 17:37:00,47
2012-01-31 17:39:00,45
2012-01-31 18:32:00,43
2012-01-31 18:34:00,42
2012-01-31 20:55:00,52
2012-02-01 01:02:00,100
2012-02-01 07:21:00,99
2012-02-01 07:44:00,73
2012-02-01 15:36:00,73
2012-02-01 15:58:00,48
2012-02-01 22:00:00,42
2012-02-02 02:39:00,100
2012-02-02 07:12:00,94
2012-02-02 07:28:00,76
2012-02-02 15:34:00,76
2012-02-02 15:48:00,59
2012-02-02 21:25:00,48
2012-02-03 01:47:00,100
2012-02-03 11:31:00,56
2012-02-03 11:45:00,38
2012-02-03 12:13:00,38
2012-02-03 12:29:00,19
2012-02-03 13:58:00,19
2012-02-03 14:00:00,18
2012-02-03 14:22:00,18
2012-02-03 14:24:00,17
2012-02-04 21:01:00,17
2012-02-05 03:07:00,100
2012-02-05 21:03:00,97
2012-02-05 21:29:00,99
2012-02-06 07:10:00,99
2012-02-06 07:34:00,73
2012-02-06 15:36:00,73
2012-02-06 15:58:00,47
2012-02-06 16:40:00,47
2012-02-06 16:47:00,38
2012-02-06 18:07:00,38
2012-02-06 18:15:00,27
2012-02-07 07:14:00,98
2012-02-07 07:35:00,71
2012-02-07 15:33:00,71
2012-02-07 15:54:00,45
2012-02-07 21:50:00,27
2012-02-08 03:45:00,100
2012-02-08 07:45:00,100
2012-02-08 08:02:00,80
2012-02-08 13:58:00,80
2012-02-08 14:01:00,78
2012-02-08 14:04:00,78
2012-02-08 14:18:00,63
2012-02-08 14:50:00,63
2012-02-08 14:53:00,61
2012-02-08 21:30:00,45
2012-02-09 02:08:00,100
2012-02-09 07:14:00,61
2012-02-09 07:29:00,42
2012-02-09 15:38:00,42
2012-02-09 15:40:00,39
2012-02-09 15:44:00,39
2012-02-09 15:59:00,21
2012-02-10 07:08:00,99
2012-02-10 07:25:00,76
2012-02-10 15:15:00,75
2012-02-10 15:17:00,73
2012-02-10 15:20:00,73
2012-02-10 15:35:00,57
2012-02-10 16:28:00,57
2012-02-10 16:31:00,53
2012-02-10 16:36:00,53
2012-02-10 16:45:00,45
2012-02-10 17:18:00,45
