Date,State of charge
2012-01-02 06:32:00,98
2012-01-02 06:51:00,76
2012-01-02 16:12:00,69
2012-01-02 16:26:00,52
2012-01-03 10:44:00,52
2012-01-03 10:45:00,52
2012-01-03 10:51:00,53
2012-01-03 14:55:00,100
2012-01-04 06:59:00,83
2012-01-04 07:07:00,75
2012-01-04 16:47:00,60
2012-01-04 16:57:00,48
2012-01-04 16:58:00,48
2012-01-04 18:09:00,62
2012-01-04 18:52:00,45
2012-01-04 18:57:00,42
2012-01-04 19:09:00,42
2012-01-04 19:19:00,31
2012-01-04 19:20:00,31
2012-01-05 00:35:00,100
2012-01-09 07:12:00,79
2012-01-09 07:19:00,74
2012-01-09 16:06:00,72
2012-01-09 16:24:00,48
2012-01-09 16:24:00,48
2012-01-09 20:46:00,100
2012-01-10 06:57:00,86
2012-01-10 07:07:00,74
2012-01-10 16:38:00,55
2012-01-10 16:46:00,47
2012-01-11 07:09:00,49
2012-01-11 11:21:00,100
2012-01-13 06:58:00,87
2012-01-13 07:19:00,72
2012-01-13 15:57:00,51
2012-01-13 16:03:00,47
2012-01-15 17:03:00,47
2012-01-15 17:04:00,47
2012-01-15 17:11:00,48
2012-01-15 21:58:00,100
2012-01-16 07:30:00,98
2012-01-16 07:57:00,75
2012-01-16 15:49:00,72
2012-01-16 15:55:00,68
2012-01-16 16:15:00,59
2012-01-16 19:53:00,100
2012-01-17 07:19:00,100
2012-01-17 07:22:00,98
2012-01-17 07:40:00,83
2012-01-17 07:49:00,75
2012-01-17 16:20:00,70
2012-01-17 16:35:00,59
2012-01-17 16:35:00,59
2012-01-17 20:19:00,100
2012-01-31 07:45:00,100
2012-01-31 07:46:00,99
2012-01-31 08:57:00,88
2012-01-31 09:05:00,85
2012-01-31 16:48:00,80
2012-01-31 16:51:00,79
2012-01-31 17:11:00,79
2012-01-31 17:22:00,70
2012-01-31 17:26:00,71
2012-01-31 20:15:00,98
2012-02-01 07:26:00,97
2012-02-01 07:28:00,95
2012-02-01 07:48:00,75
