Date,State of charge
2012-02-14 09:34:00,84
2012-02-14 09:35:00,83
2012-02-15 06:13:00,83
2012-02-15 06:14:00,83
2012-02-15 07:22:00,83
2012-02-15 09:33:00,97
2012-02-15 09:44:00,97
2012-02-15 09:53:00,86
2012-02-17 11:25:00,85
2012-02-17 11:41:00,73
2012-02-17 12:12:00,73
2012-02-17 12:15:00,72
2012-02-17 12:51:00,72
2012-02-17 12:54:00,72
2012-02-17 12:55:00,72
2012-02-17 16:04:00,97
2012-02-20 06:30:00,97
2012-02-20 06:32:00,96
2012-02-20 11:19:00,96
2012-02-20 11:27:00,92
2012-02-20 17:16:00,92
2012-02-20 17:19:00,90
2012-02-20 17:37:00,90
2012-02-20 17:52:00,84
2012-02-20 19:42:00,84
2012-02-20 20:08:00,73
2012-02-21 08:14:00,73
2012-02-21 08:40:00,64
2012-02-21 09:05:00,64
2012-02-21 09:09:00,63
2012-02-21 09:24:00,63
2012-02-21 09:34:00,62
2012-02-21 13:04:00,62
2012-02-21 13:54:00,75
2012-02-21 15:33:00,75
2012-02-21 15:37:00,75
2012-02-21 15:56:00,75
2012-02-21 16:00:00,74
2012-02-21 16:46:00,74
2012-02-21 16:52:00,73
2012-02-22 16:49:00,73
2012-02-22 17:00:00,70
2012-02-22 18:34:00,70
2012-02-22 18:45:00,64
2012-02-22 18:58:00,64
2012-02-22 19:08:00,61
2012-02-23 08:39:00,61
2012-02-23 08:46:00,59
2012-02-23 09:37:00,59
2012-02-23 09:42:00,58
2012-02-23 10:03:00,58
2012-02-23 10:05:00,57
2012-02-23 10:21:00,57
2012-02-23 10:25:00,56
2012-02-23 10:27:00,56
2012-02-23 10:31:00,55
2012-02-23 10:42:00,55
2012-02-23 10:45:00,55
2012-02-23 11:14:00,55
2012-02-23 11:19:00,54
2012-02-23 11:19:00,54
2012-02-23 12:54:00,79
2012-02-23 12:56:00,79
2012-02-23 13:06:00,76
2012-02-23 15:14:00,76
2012-02-23 15:22:00,73
2012-02-23 15:42:00,73
2012-02-23 15:45:00,73
2012-02-24 08:29:00,73
2012-02-24 08:41:00,69
2012-02-24 16:32:00,69
2012-02-24 16:44:00,65
2012-02-24 18:24:00,65
2012-02-24 18:28:00,64
2012-02-24 18:57:00,61
2012-02-24 19:31:00,35
2012-02-24 19:33:00,35
2012-02-24 19:34:00,35
2012-02-24 20:03:00,35
2012-02-24 22:29:00,76
2012-02-29 12:36:00,76
2012-02-29 12:40:00,75
2012-03-03 19:30:00,75
2012-03-03 19:33:00,74
2012-03-03 19:41:00,74
2012-03-03 19:44:00,72
2012-03-04 11:26:00,72
2012-03-04 11:36:00,69
2012-03-04 11:38:00,69
2012-03-04 11:44:00,67
2012-03-04 12:20:00,67
2012-03-04 12:24:00,65
2012-03-05 08:06:00,65
2012-03-05 08:18:00,61
2012-03-05 15:55:00,61
2012-03-05 16:04:00,57
2012-03-05 16:22:00,57
2012-03-05 16:32:00,53
2012-03-05 17:52:00,53
2012-03-05 18:02:00,50
2012-03-05 19:27:00,50
2012-03-05 23:58:00,100
2012-03-06 07:27:00,100
2012-03-06 07:30:00,99
2012-03-06 07:49:00,99
2012-03-06 07:59:00,95
2012-03-06 09:28:00,95
2012-03-06 09:35:00,92
2012-03-06 11:21:00,92
2012-03-06 11:31:00,88
2012-03-06 15:58:00,88
2012-03-06 16:25:00,77
2012-03-06 17:11:00,77
2012-03-06 17:24:00,72
2012-03-06 17:37:00,72
2012-03-06 17:49:00,67
2012-03-06 19:11:00,67
2012-03-06 19:15:00,65
2012-03-07 07:56:00,65
2012-03-07 08:10:00,61
2012-03-07 16:06:00,61
2012-03-07 16:15:00,58
2012-03-07 16:29:00,58
2012-03-07 16:37:00,57
2012-03-07 16:41:00,57
2012-03-07 16:47:00,55
2012-03-07 16:55:00,55
2012-03-07 17:03:00,52
2012-03-07 19:03:00,52
2012-03-07 19:16:00,48
2012-03-07 19:21:00,48
2012-03-07 19:26:00,44
2012-03-08 07:47:00,44
2012-03-08 07:55:00,40
2012-03-08 09:19:00,40
2012-03-08 09:37:00,34
2012-03-08 09:43:00,34
2012-03-08 09:47:00,33
2012-03-08 09:53:00,33
2012-03-08 10:13:00,26
2012-03-08 14:15:00,26
2012-03-08 14:24:00,24
2012-03-08 16:22:00,24
2012-03-08 16:32:00,22
2012-03-08 16:56:00,22
2012-03-08 17:02:00,21
2012-03-08 17:02:00,21
2012-03-08 23:00:00,100
2012-03-09 07:47:00,100
2012-03-09 07:50:00,99
2012-03-09 08:06:00,99
2012-03-09 08:20:00,94
2012-03-09 08:37:00,94
2012-03-09 08:46:00,90
2012-03-09 15:59:00,90
2012-03-09 16:08:00,87
2012-03-09 16:59:00,87
2012-03-09 17:17:00,76
2012-03-09 17:27:00,76
2012-03-09 17:48:00,64
2012-03-10 11:10:00,64
2012-03-10 11:43:00,74
2012-03-10 11:45:00,74
2012-03-10 12:08:00,63
2012-03-10 14:25:00,63
2012-03-10 14:52:00,55
2012-03-10 14:52:00,55
2012-03-10 16:28:00,80
2012-03-10 16:29:00,80
2012-03-10 16:39:00,77
2012-03-10 19:09:00,77
2012-03-10 19:19:00,74
2012-03-10 19:21:00,74
2012-03-10 19:32:00,70
2012-03-10 19:35:00,70
2012-03-10 19:41:00,68
2012-03-10 20:30:00,68
2012-03-10 20:47:00,60
2012-03-11 13:55:00,60
2012-03-11 17:13:00,100
2012-03-11 17:15:00,100
2012-03-11 17:23:00,97
2012-03-11 18:06:00,97
2012-03-11 18:22:00,85
2012-03-11 21:18:00,85
2012-03-11 21:27:00,79
2012-03-11 21:46:00,79
2012-03-11 21:55:00,74
2012-03-11 22:31:00,74
2012-03-11 22:40:00,70
2012-03-12 15:23:00,67
2012-03-12 15:37:00,63
2012-03-12 18:58:00,63
2012-03-12 19:06:00,58
2012-03-12 19:49:00,58
2012-03-12 19:57:00,54
2012-03-12 21:51:00,54
2012-03-12 22:05:00,46
2012-03-13 08:06:00,100
2012-03-13 08:18:00,94
2012-03-13 15:23:00,94
2012-03-13 15:33:00,89
2012-03-13 15:48:00,89
2012-03-13 16:02:00,83
2012-03-13 16:41:00,83
2012-03-13 16:52:00,81
2012-03-13 18:20:00,81
2012-03-13 18:23:00,80
2012-03-13 18:26:00,80
2012-03-13 18:29:00,79
2012-03-13 19:04:00,79
2012-03-13 19:23:00,73
2012-03-13 20:58:00,73
2012-03-13 21:16:00,65
2012-03-13 21:21:00,65
2012-03-13 21:29:00,63
2012-03-13 22:05:00,46
2012-03-14 02:24:00,100
2012-03-14 07:41:00,63
2012-03-14 07:50:00,60
2012-03-14 17:52:00,60
2012-03-14 17:59:00,56
2012-03-14 19:58:00,56
2012-03-14 20:06:00,54
2012-03-15 08:29:00,54
2012-03-15 08:38:00,50
2012-03-15 15:41:00,50
2012-03-15 15:49:00,48
2012-03-15 16:02:00,48
2012-03-15 16:12:00,45
2012-03-15 16:21:00,45
2012-03-15 16:25:00,43
2012-03-15 16:42:00,43
2012-03-15 17:09:00,36
2012-03-15 18:00:00,36
2012-03-15 18:21:00,27
2012-03-15 19:28:00,27
2012-03-16 00:40:00,100
2012-03-16 07:58:00,100
2012-03-16 08:08:00,96
2012-03-16 11:02:00,96
2012-03-16 11:19:00,91
2012-03-16 11:49:00,91
2012-03-16 12:04:00,85
2012-03-16 15:53:00,85
2012-03-16 16:01:00,82
2012-03-16 16:06:00,82
2012-03-16 16:13:00,81
2012-03-16 19:20:00,81
2012-03-16 19:24:00,80
2012-03-16 19:50:00,80
2012-03-16 19:52:00,79
2012-03-16 20:01:00,79
2012-03-16 20:03:00,79
2012-03-16 20:35:00,79
2012-03-16 20:38:00,78
2012-03-17 10:46:00,78
2012-03-17 11:02:00,70
2012-03-17 11:42:00,70
2012-03-17 12:00:00,59
2012-03-17 12:05:00,59
2012-03-17 12:14:00,55
2012-03-17 18:19:00,55
2012-03-17 18:24:00,54
2012-03-17 18:28:00,53
2012-03-17 18:33:00,51
2012-03-19 07:42:00,51
2012-03-19 07:52:00,45
2012-03-19 16:00:00,45
2012-03-19 16:10:00,41
2012-03-19 16:31:00,41
2012-03-19 16:40:00,39
2012-03-19 17:58:00,39
2012-03-19 18:06:00,36
2012-03-19 18:14:00,36
2012-03-19 18:19:00,35
2012-03-20 07:49:00,35
2012-03-20 08:00:00,31
2012-03-20 15:58:00,31
2012-03-20 16:09:00,28
2012-03-20 16:25:00,28
2012-03-20 16:28:00,27
2012-03-20 16:49:00,27
2012-03-20 16:56:00,26
2012-03-20 18:42:00,26
2012-03-21 00:10:00,100
2012-03-21 08:14:00,100
2012-03-21 08:18:00,99
2012-03-21 08:32:00,99
2012-03-21 08:45:00,95
2012-03-21 10:54:00,95
2012-03-21 11:01:00,92
2012-03-21 12:30:00,92
2012-03-21 12:40:00,88
2012-03-21 16:44:00,88
2012-03-21 16:54:00,84
2012-03-21 17:12:00,84
2012-03-21 17:15:00,83
2012-03-21 17:35:00,83
2012-03-21 17:44:00,82
2012-03-21 19:00:00,82
2012-03-21 19:23:00,71
2012-03-21 20:46:00,71
2012-03-21 21:07:00,59
2012-03-23 07:58:00,59
2012-03-23 08:02:00,59
2012-03-23 08:12:00,59
2012-03-23 08:23:00,55
2012-03-23 17:16:00,55
2012-03-23 17:24:00,52
2012-03-24 07:40:00,52
2012-03-24 07:49:00,46
2012-03-24 09:00:00,46
