Date,State of charge
2012-10-22 19:02:00,54
2012-10-22 19:25:00,33
2012-10-22 19:41:00,31
2012-10-22 19:46:00,29
2012-10-23 08:03:00,99
2012-10-23 08:39:00,64
2012-10-23 09:24:00,64
2012-10-23 09:42:00,56
2012-10-23 11:10:00,56
2012-10-23 11:12:00,55
2012-10-23 11:13:00,55
2012-10-23 15:09:00,99
2012-10-23 15:10:00,99
2012-10-23 15:10:00,99
2012-10-23 18:53:00,99
2012-10-23 19:20:00,75
2012-10-23 20:45:00,75
2012-10-23 21:33:00,8
2012-10-23 22:35:00,29
2012-10-24 05:25:00,99
2012-10-24 07:50:00,100
2012-10-24 08:42:00,60
2012-10-24 16:05:00,67
2012-10-24 16:23:00,56
2012-10-24 17:10:00,56
2012-10-24 17:12:00,56
2012-10-24 17:12:00,56
2012-10-24 21:35:00,8
2012-10-24 21:37:00,100
2012-10-25 05:49:00,100
2012-10-25 08:08:00,100
2012-10-25 08:19:00,90
2012-10-25 10:26:00,90
2012-10-25 10:37:00,79
2012-10-25 10:37:00,79
2012-10-25 10:38:00,79
2012-10-25 10:38:00,79
2012-10-25 10:39:00,79
2012-10-25 10:39:00,79
2012-10-25 10:40:00,79
2012-10-25 10:41:00,79
2012-10-25 12:10:00,95
2012-10-25 12:11:00,95
2012-10-25 12:22:00,85
2012-10-25 14:02:00,85
2012-10-25 14:20:00,66
2012-10-25 14:20:00,66
2012-10-25 15:19:00,77
2012-10-25 18:29:00,77
2012-10-25 18:38:00,71
2012-10-26 07:28:00,63
2012-10-26 07:33:00,63
2012-10-26 07:33:00,63
2012-10-26 09:56:00,90
2012-10-26 09:58:00,90
2012-10-26 10:09:00,82
2012-10-26 10:10:00,82
2012-10-26 12:29:00,99
2012-10-26 14:13:00,99
2012-10-26 14:29:00,88
2012-10-26 14:38:00,88
2012-10-26 14:47:00,86
2012-10-26 14:47:00,86
2012-10-26 16:28:00,100
2012-10-26 16:28:00,100
2012-10-26 16:39:00,94
2012-10-26 17:47:00,94
2012-10-26 18:00:00,85
2012-10-26 18:00:00,85
2012-10-26 19:40:00,99
2012-10-27 08:08:00,99
2012-10-27 08:08:00,99
2012-10-27 09:40:00,99
2012-10-27 10:17:00,62
2012-10-27 10:23:00,62
2012-10-27 10:31:00,59
2012-10-27 10:40:00,59
2012-10-27 12:24:00,76
2012-10-27 14:34:00,76
2012-10-27 15:20:00,32
2012-10-27 15:29:00,32
2012-10-27 15:32:00,29
2012-10-27 15:33:00,29
2012-10-27 22:42:00,99
2012-10-28 08:18:00,99
2012-10-28 08:21:00,97
2012-10-28 08:25:00,97
2012-10-28 08:28:00,95
2012-10-29 07:50:00,95
2012-10-29 08:04:00,79
2012-10-29 08:04:00,79
2012-10-29 08:47:00,87
2012-10-29 08:47:00,87
2012-10-29 09:02:00,72
2012-10-29 09:46:00,72
2012-10-29 10:01:00,56
2012-10-29 10:02:00,56
2012-10-29 12:21:00,82
2012-10-29 12:22:00,82
2012-10-29 12:24:00,81
2012-10-29 12:33:00,81
2012-10-29 12:37:00,78
2012-10-29 12:44:00,78
2012-10-29 12:56:00,65
2012-10-29 14:04:00,65
2012-10-29 14:15:00,46
2012-10-29 15:32:00,46
2012-10-29 15:40:00,42
2012-10-29 15:40:00,42
2012-10-29 15:57:00,45
2012-10-29 15:58:00,45
2012-10-29 16:09:00,35
2012-10-29 16:21:00,35
2012-10-29 16:25:00,32
2012-10-30 07:35:00,32
2012-10-30 07:49:00,22
2012-10-30 07:49:00,22
2012-10-30 15:18:00,100
2012-10-30 15:23:00,100
2012-10-30 15:26:00,98
2012-10-31 08:01:00,87
2012-10-31 08:12:00,76
2012-10-31 10:01:00,76
2012-10-31 10:06:00,73
2012-10-31 11:41:00,73
2012-10-31 11:45:00,72
2012-10-31 14:36:00,72
2012-10-31 14:37:00,71
2012-10-31 14:39:00,71
2012-10-31 17:58:00,99
2012-10-31 20:08:00,99
2012-10-31 20:17:00,92
2012-10-31 20:34:00,92
2012-10-31 20:38:00,90
2012-11-01 08:03:00,90
2012-11-01 08:15:00,80
2012-11-01 14:03:00,80
2012-11-01 14:15:00,70
2012-11-01 14:20:00,70
2012-11-01 14:29:00,64
2012-11-01 16:00:00,64
2012-11-01 16:00:00,64
2012-11-01 16:01:00,64
2012-11-01 16:43:00,71
2012-11-01 21:41:00,71
2012-11-02 00:55:00,100
2012-11-02 14:09:00,78
2012-11-02 14:28:00,62
2012-11-02 14:29:00,62
2012-11-02 14:50:00,66
2012-11-02 14:51:00,66
2012-11-02 15:01:00,59
2012-11-02 16:21:00,59
2012-11-02 16:31:00,52
2012-11-02 16:46:00,52
2012-11-02 16:50:00,52
2012-11-02 17:41:00,52
2012-11-02 17:42:00,51
2012-11-02 17:54:00,51
2012-11-02 18:06:00,38
2012-11-03 08:40:00,99
2012-11-03 08:43:00,97
2012-11-03 08:47:00,97
2012-11-03 09:02:00,88
2012-11-03 10:29:00,88
2012-11-03 10:38:00,81
2012-11-03 11:13:00,81
2012-11-03 11:24:00,72
2012-11-03 11:27:00,72
2012-11-03 11:36:00,64
2012-11-03 12:11:00,64
2012-11-03 13:17:00,76
2012-11-03 13:19:00,76
2012-11-03 13:26:00,72
2012-11-03 13:32:00,72
2012-11-03 13:38:00,69
2012-11-03 13:46:00,69
2012-11-03 13:53:00,66
2012-11-03 14:13:00,66
2012-11-03 14:24:00,61
2012-11-03 14:34:00,61
2012-11-03 14:38:00,60
2012-11-03 15:27:00,60
2012-11-03 15:33:00,57
2012-11-03 15:44:00,57
2012-11-03 15:48:00,55
2012-11-03 15:49:00,55
2012-11-03 20:28:00,100
2012-11-03 20:40:00,100
2012-11-03 20:48:00,93
2012-11-04 12:13:00,72
2012-11-04 12:22:00,67
2012-11-04 12:30:00,67
2012-11-04 12:58:00,39
2012-11-04 13:49:00,39
2012-11-04 13:53:00,37
2012-11-04 14:00:00,37
2012-11-04 14:07:00,33
2012-11-04 15:13:00,33
2012-11-04 15:52:00,27
2012-11-04 17:46:00,27
2012-11-04 18:02:00,16
2012-11-04 18:02:00,16
2012-11-04 19:26:00,32
2012-11-05 07:44:00,25
2012-11-05 07:54:00,17
2012-11-05 07:54:00,17
2012-11-05 15:21:00,100
2012-11-05 15:21:00,100
2012-11-05 15:34:00,85
2012-11-06 14:39:00,85
2012-11-06 14:49:00,73
2012-11-06 14:49:00,73
2012-11-06 16:16:00,90
2012-11-06 16:17:00,90
2012-11-06 16:26:00,81
2012-11-06 16:40:00,81
2012-11-06 16:44:00,78
2012-11-07 07:35:00,78
2012-11-07 07:46:00,64
2012-11-07 07:47:00,64
2012-11-07 11:50:00,100
2012-11-07 17:07:00,100
2012-11-07 17:17:00,90
2012-11-07 17:24:00,90
2012-11-07 17:29:00,86
2012-11-08 07:56:00,86
2012-11-08 08:12:00,71
2012-11-08 14:04:00,71
2012-11-08 14:12:00,61
2012-11-08 14:23:00,61
2012-11-08 14:30:00,56
2012-11-08 14:30:00,56
