Date,State of charge
2012-01-01 11:28:00,83
2012-01-01 11:42:00,78
2012-01-01 11:43:00,78
2012-01-01 12:03:00,63
2012-01-01 12:25:00,63
2012-01-01 12:50:00,47
2012-01-01 13:00:00,47
2012-01-01 13:01:00,47
2012-01-01 13:04:00,47
2012-01-01 15:47:00,97
2012-01-01 15:48:00,97
2012-01-01 15:50:00,96
2012-01-01 16:34:00,96
2012-01-01 16:36:00,96
2012-01-02 06:00:00,91
2012-01-02 06:18:00,79
2012-01-02 14:07:00,79
2012-01-02 14:12:00,77
2012-01-02 14:33:00,77
2012-01-02 14:49:00,65
2012-01-02 14:49:00,65
2012-01-02 17:47:00,100
2012-01-02 17:54:00,100
2012-01-02 17:57:00,99
2012-01-02 19:09:00,98
2012-01-02 19:12:00,96
2012-01-02 20:42:00,95
2012-01-02 21:24:00,46
2012-01-03 08:50:00,99
2012-01-03 09:08:00,84
2012-01-03 16:47:00,83
2012-01-03 17:27:00,60
2012-01-03 17:28:00,60
2012-01-03 20:22:00,100
2012-01-03 20:24:00,99
2012-01-03 20:26:00,97
2012-01-03 21:24:00,46
2012-01-03 22:22:00,97
2012-01-03 22:25:00,95
2012-01-04 01:22:00,100
2012-01-04 06:10:00,95
2012-01-04 06:26:00,79
2012-01-04 08:21:00,79
2012-01-04 08:31:00,73
2012-01-04 11:11:00,73
2012-01-04 11:20:00,66
2012-01-04 13:38:00,66
2012-01-04 13:54:00,47
2012-01-04 13:56:00,47
2012-01-04 15:26:00,71
2012-01-04 15:28:00,70
2012-01-04 15:37:00,63
2012-01-04 15:39:00,63
2012-01-04 15:54:00,52
2012-01-04 16:07:00,52
2012-01-04 16:16:00,42
2012-01-04 16:17:00,42
2012-01-04 17:11:00,52
2012-01-04 17:12:00,47
2012-01-04 17:17:00,41
2012-01-04 22:57:00,41
2012-01-04 22:59:00,39
2012-01-04 23:02:00,39
2012-01-04 23:06:00,36
2012-01-05 08:41:00,99
2012-01-05 08:56:00,83
2012-01-05 16:45:00,83
2012-01-05 17:03:00,64
2012-01-05 17:23:00,64
2012-01-05 17:25:00,62
2012-01-05 18:32:00,62
2012-01-05 18:37:00,58
2012-01-05 18:37:00,58
2012-01-05 19:50:00,77
2012-01-05 22:18:00,74
2012-01-05 22:21:00,71
2012-01-05 23:06:00,36
2012-01-06 03:42:00,100
2012-01-06 07:43:00,100
2012-01-06 08:18:00,70
2012-01-06 09:41:00,70
2012-01-06 09:48:00,64
2012-01-06 15:12:00,64
2012-01-06 15:37:00,37
2012-01-06 15:38:00,37
2012-01-06 20:17:00,100
2012-01-06 22:22:00,71
2012-01-07 01:02:00,100
2012-01-08 10:22:00,100
2012-01-08 10:42:00,80
2012-01-08 12:13:00,80
2012-01-08 12:32:00,60
2012-01-08 12:32:00,60
2012-01-08 13:39:00,77
2012-01-08 13:40:00,77
2012-01-08 14:09:00,51
2012-01-08 16:59:00,51
2012-01-08 17:04:00,45
2012-01-08 17:26:00,45
2012-01-08 17:52:00,15
2012-01-08 17:52:00,15
2012-01-08 23:46:00,99
2012-01-09 06:02:00,99
2012-01-09 06:19:00,82
2012-01-09 06:19:00,82
2012-01-09 06:20:00,82
2012-01-09 06:20:00,82
2012-01-09 06:20:00,82
2012-01-09 06:21:00,82
2012-01-09 06:21:00,82
2012-01-09 09:43:00,79
2012-01-09 09:45:00,77
2012-01-09 10:03:00,77
2012-01-09 10:11:00,74
2012-01-09 10:27:00,74
2012-01-09 10:38:00,65
2012-01-09 10:52:00,65
2012-01-09 11:02:00,56
2012-01-09 14:29:00,56
2012-01-09 14:47:00,38
2012-01-09 14:50:00,38
2012-01-09 17:50:00,91
2012-01-09 17:51:00,91
2012-01-09 17:54:00,89
2012-01-09 19:05:00,89
2012-01-09 19:09:00,87
2012-01-09 19:10:00,87
2012-01-09 21:03:00,100
2012-01-10 07:40:00,99
2012-01-10 08:15:00,73
2012-01-10 09:40:00,73
2012-01-10 09:41:00,72
2012-01-10 09:42:00,72
2012-01-10 09:50:00,67
2012-01-10 13:28:00,67
2012-01-10 13:38:00,62
2012-01-10 14:23:00,62
2012-01-10 14:51:00,36
2012-01-10 14:51:00,36
2012-01-10 19:31:00,100
2012-01-11 07:49:00,100
2012-01-11 08:10:00,77
2012-01-11 15:16:00,77
2012-01-11 15:32:00,60
2012-01-11 15:36:00,60
2012-01-11 15:44:00,52
2012-01-11 15:47:00,52
2012-01-11 17:13:00,74
2012-01-11 17:14:00,75
2012-01-11 17:22:00,67
2012-01-11 17:34:00,67
2012-01-11 17:35:00,67
2012-01-11 17:44:00,67
2012-01-11 17:53:00,59
2012-01-11 17:57:00,59
2012-01-11 21:10:00,100
2012-01-12 06:35:00,100
2012-01-12 07:02:00,76
2012-01-12 14:42:00,76
2012-01-12 15:08:00,48
2012-01-12 15:36:00,48
2012-01-12 15:50:00,39
2012-01-12 15:52:00,39
2012-01-12 20:21:00,100
2012-01-13 06:48:00,99
2012-01-13 07:10:00,66
2012-01-13 13:35:00,66
2012-01-13 14:03:00,34
2012-01-13 14:12:00,34
2012-01-13 14:35:00,19
2012-01-13 14:35:00,19
2012-01-13 20:23:00,99
2012-01-14 06:32:00,99
2012-01-14 06:51:00,59
2012-01-14 07:12:00,59
2012-01-14 07:20:00,56
2012-01-14 07:21:00,56
2012-01-14 11:54:00,100
2012-01-14 12:15:00,100
2012-01-14 12:17:00,99
2012-01-14 12:28:00,99
2012-01-14 12:55:00,70
2012-01-14 13:00:00,70
2012-01-14 13:01:00,70
2012-01-14 13:11:00,70
2012-01-14 13:23:00,58
2012-01-14 13:23:00,58
2012-01-14 13:55:00,67
2012-01-14 23:26:00,66
2012-01-15 00:00:00,31
2012-01-15 00:00:00,31
2012-01-15 05:02:00,100
2012-01-16 17:42:00,99
2012-01-16 17:50:00,92
2012-01-16 19:04:00,87
2012-01-16 19:09:00,84
2012-01-16 19:11:00,84
2012-01-16 20:11:00,98
2012-01-16 20:13:00,98
2012-01-16 20:39:00,72
2012-01-16 21:28:00,72
2012-01-16 21:54:00,42
2012-01-17 05:35:00,99
2012-01-17 05:55:00,66
2012-01-17 15:40:00,66
2012-01-17 16:09:00,43
2012-01-17 16:30:00,43
2012-01-17 19:01:00,85
2012-01-17 19:03:00,85
2012-01-17 19:30:00,58
2012-01-17 20:03:00,58
2012-01-17 20:30:00,29
2012-01-17 21:54:00,42
2012-01-17 22:35:00,29
2012-01-17 22:38:00,27
2012-01-18 01:56:00,100
2012-01-18 05:39:00,100
2012-01-18 05:58:00,65
2012-01-18 15:44:00,65
2012-01-18 16:12:00,36
2012-01-18 16:18:00,36
2012-01-18 20:59:00,100
2012-01-18 22:38:00,27
2012-01-19 04:09:00,100
2012-01-20 07:41:00,100
2012-01-20 08:16:00,71
2012-01-20 09:44:00,71
2012-01-20 09:52:00,66
2012-01-20 15:20:00,66
2012-01-20 15:44:00,36
2012-01-20 15:45:00,36
2012-01-20 20:19:00,100
2012-01-22 14:08:00,99
2012-01-22 14:10:00,98
2012-01-22 14:19:00,98
2012-01-22 14:22:00,94
2012-01-22 20:49:00,94
2012-01-22 20:56:00,88
2012-01-23 06:45:00,87
2012-01-23 07:09:00,57
2012-01-23 15:39:00,57
2012-01-23 16:12:00,32
2012-01-23 16:14:00,32
2012-01-23 21:15:00,100
2012-01-24 05:35:00,100
2012-01-24 05:57:00,67
2012-01-24 15:47:00,67
2012-01-24 16:17:00,41
2012-01-24 16:18:00,41
2012-01-24 20:49:00,100
2012-01-25 05:38:00,100
2012-01-25 06:00:00,63
2012-01-25 15:48:00,63
2012-01-25 16:15:00,36
2012-01-25 16:18:00,36
2012-01-25 21:11:00,100
2012-01-26 08:00:00,98
2012-01-26 08:22:00,79
2012-01-26 12:40:00,79
2012-01-26 12:48:00,72
2012-01-26 16:39:00,72
2012-01-26 16:57:00,54
2012-01-26 16:58:00,54
2012-01-26 19:48:00,99
2012-01-26 19:49:00,99
2012-01-26 19:50:00,98
2012-01-26 19:52:00,98
2012-01-26 19:54:00,96
2012-01-26 21:32:00,96
2012-01-26 21:35:00,93
2012-01-27 05:44:00,91
2012-01-27 06:07:00,54
2012-01-27 14:28:00,26
2012-01-27 19:53:00,100
2012-01-27 20:50:00,100
2012-01-27 20:56:00,97
2012-01-27 22:49:00,95
2012-01-27 22:53:00,92
2012-01-28 14:56:00,92
2012-01-28 15:26:00,64
2012-01-28 18:09:00,64
2012-01-28 18:45:00,34
2012-01-29 09:35:00,34
2012-01-29 09:38:00,32
2012-01-29 09:40:00,32
2012-01-29 09:59:00,23
2012-01-29 09:59:00,23
2012-01-29 15:53:00,100
2012-01-30 06:09:00,100
2012-01-30 06:30:00,80
2012-01-30 14:22:00,80
2012-01-30 14:40:00,64
2012-01-30 15:23:00,64
2012-01-30 15:40:00,51
2012-01-30 16:05:00,51
2012-01-30 16:10:00,47
2012-01-30 20:14:00,47
2012-01-30 20:34:00,28
2012-01-31 08:02:00,99
2012-01-31 08:31:00,68
2012-01-31 09:42:00,68
2012-01-31 09:50:00,62
2012-01-31 13:30:00,62
2012-01-31 13:41:00,56
2012-01-31 14:26:00,56
2012-01-31 14:45:00,32
2012-01-31 14:46:00,32
2012-01-31 19:44:00,100
2012-01-31 20:20:00,100
2012-01-31 20:22:00,97
2012-01-31 20:44:00,27
2012-01-31 22:28:00,97
2012-01-31 22:31:00,94
2012-02-01 02:01:00,100
2012-02-01 07:18:00,94
2012-02-01 07:52:00,64
2012-02-01 16:08:00,64
2012-02-01 16:19:00,57
2012-02-01 16:20:00,57
2012-02-01 17:21:00,73
2012-02-01 17:24:00,76
2012-02-01 17:53:00,50
2012-02-01 17:54:00,50
2012-02-01 22:11:00,100
2012-02-02 06:39:00,99
2012-02-02 07:02:00,61
2012-02-02 14:45:00,61
2012-02-02 15:26:00,26
2012-02-02 15:27:00,26
2012-02-02 20:57:00,100
2012-02-03 07:53:00,99
2012-02-03 08:19:00,74
2012-02-03 09:44:00,74
2012-02-03 09:53:00,66
2012-02-03 15:10:00,66
2012-02-03 15:47:00,25
2012-02-03 15:48:00,25
2012-02-03 21:15:00,100
2012-02-04 03:33:00,100
2012-02-04 03:56:00,72
2012-02-04 03:56:00,72
2012-02-04 06:24:00,99
2012-02-04 12:15:00,99
2012-02-04 12:17:00,96
2012-02-04 12:26:00,96
2012-02-04 12:29:00,94
2012-02-04 12:31:00,94
2012-02-04 12:36:00,90
2012-02-04 13:14:00,90
2012-02-04 13:15:00,90
2012-02-04 13:18:00,90
2012-02-04 13:20:00,87
