Date,State of charge
2012-02-14 09:57:00,60
2012-02-14 09:57:00,60
2012-02-14 15:15:00,60
2012-02-14 15:16:00,60
2012-02-14 15:17:00,60
2012-02-14 16:22:00,72
2012-02-15 07:17:00,72
2012-02-15 09:48:00,98
2012-02-15 09:50:00,98
2012-02-15 09:51:00,98
2012-02-17 11:21:00,98
2012-02-17 11:40:00,78
2012-02-17 12:17:00,78
2012-02-17 12:19:00,77
2012-02-17 12:20:00,77
2012-02-17 12:21:00,77
2012-02-17 12:32:00,77
2012-02-17 12:33:00,77
2012-02-17 12:39:00,77
2012-02-17 12:39:00,77
2012-02-17 12:40:00,77
2012-02-17 13:20:00,84
2012-02-17 13:22:00,84
2012-02-17 13:38:00,75
2012-02-17 13:38:00,75
2012-02-17 13:39:00,75
2012-02-17 13:41:00,75
2012-02-17 14:44:00,86
2012-02-17 14:44:00,86
2012-02-17 14:52:00,88
2012-02-17 14:52:00,88
2012-02-17 14:53:00,87
2012-02-17 14:56:00,87
2012-02-17 17:05:00,100
2012-02-20 06:26:00,100
2012-02-20 06:29:00,99
2012-02-20 11:54:00,99
2012-02-20 12:02:00,95
2012-02-20 12:03:00,95
2012-02-20 12:04:00,95
2012-02-20 13:36:00,95
2012-02-20 13:37:00,94
2012-02-20 17:26:00,94
2012-02-20 17:36:00,91
2012-02-21 07:05:00,91
2012-02-21 07:20:00,74
2012-02-21 07:21:00,74
2012-02-21 07:22:00,74
2012-02-21 17:52:00,61
2012-02-21 18:02:00,55
2012-02-21 18:06:00,55
2012-02-21 21:51:00,100
2012-02-22 07:10:00,100
2012-02-22 07:25:00,84
2012-02-22 16:39:00,84
2012-02-22 16:48:00,76
2012-02-22 17:04:00,76
2012-02-22 17:17:00,72
2012-02-23 07:13:00,72
2012-02-23 07:31:00,58
2012-02-23 17:26:00,58
2012-02-23 17:42:00,45
2012-02-23 17:42:00,45
2012-02-23 17:42:00,45
2012-02-23 17:42:00,45
2012-02-23 22:02:00,100
2012-02-24 06:32:00,100
2012-02-24 06:52:00,89
2012-02-24 15:09:00,89
2012-02-24 15:28:00,84
2012-02-24 15:33:00,84
2012-02-24 15:45:00,80
2012-02-24 15:47:00,80
2012-02-24 15:53:00,78
2012-02-24 18:25:00,78
2012-02-24 18:33:00,72
2012-02-24 18:41:00,72
2012-02-24 18:49:00,67
2012-02-25 09:27:00,67
2012-02-25 09:46:00,57
2012-02-25 18:00:00,57
2012-02-25 18:22:00,46
2012-02-25 18:23:00,46
2012-02-25 18:23:00,46
2012-02-25 18:24:00,46
2012-02-25 22:39:00,100
2012-02-26 10:48:00,100
2012-02-26 10:49:00,100
2012-02-26 14:24:00,100
2012-02-26 14:50:00,91
2012-02-26 15:52:00,91
2012-02-26 16:11:00,82
2012-02-27 07:07:00,82
2012-02-27 07:37:00,65
2012-02-27 16:24:00,65
2012-02-27 16:41:00,51
2012-02-27 16:46:00,51
2012-02-27 16:50:00,48
2012-02-27 19:33:00,48
2012-02-27 19:35:00,46
2012-02-27 19:54:00,46
2012-02-27 19:58:00,44
2012-02-27 19:58:00,44
2012-02-27 21:49:00,75
2012-02-27 21:49:00,80
2012-02-27 22:29:00,51
2012-02-28 16:56:00,46
2012-02-28 17:09:00,36
2012-02-28 17:27:00,36
2012-02-28 17:38:00,31
2012-02-28 17:59:00,31
2012-02-28 18:09:00,25
2012-02-28 18:09:00,25
2012-02-28 23:40:00,99
2012-02-29 07:06:00,99
2012-02-29 07:22:00,84
2012-02-29 15:45:00,84
2012-02-29 16:03:00,68
2012-02-29 16:05:00,68
2012-02-29 16:11:00,66
2012-02-29 16:36:00,66
2012-02-29 16:42:00,63
2012-03-01 07:20:00,63
2012-03-01 07:37:00,47
2012-03-01 12:10:00,47
2012-03-01 12:14:00,42
2012-03-01 12:39:00,42
2012-03-01 12:54:00,32
2012-03-01 13:50:00,32
2012-03-01 13:58:00,26
2012-03-01 14:50:00,26
2012-03-01 14:58:00,20
2012-03-01 15:24:00,20
2012-03-01 15:46:00,15
2012-03-01 15:46:00,15
2012-03-01 21:36:00,100
2012-03-02 07:32:00,100
2012-03-02 07:50:00,83
2012-03-02 15:34:00,83
2012-03-02 15:51:00,68
2012-03-04 15:52:00,67
2012-03-04 15:52:00,68
2012-03-06 07:09:00,67
2012-03-06 07:26:00,50
2012-03-06 14:47:00,50
2012-03-06 15:03:00,38
2012-03-06 17:33:00,38
2012-03-06 17:45:00,30
2012-03-06 17:45:00,30
2012-03-06 23:10:00,100
2012-03-07 07:16:00,100
2012-03-07 07:33:00,85
2012-03-07 16:37:00,85
2012-03-07 16:53:00,73
2012-03-08 07:08:00,73
2012-03-08 07:24:00,61
2012-03-08 16:36:00,61
2012-03-08 16:46:00,52
2012-03-08 16:53:00,52
2012-03-08 17:03:00,49
2012-03-09 05:54:00,49
2012-03-09 07:20:00,72
2012-03-09 07:21:00,77
2012-03-09 07:36:00,64
2012-03-09 16:20:00,59
2012-03-09 16:35:00,47
2012-03-10 13:50:00,47
2012-03-10 13:50:00,47
2012-03-12 06:58:00,47
2012-03-12 07:14:00,34
2012-03-12 16:50:00,34
2012-03-12 17:07:00,22
2012-03-12 17:22:00,22
2012-03-12 17:28:00,20
2012-03-12 17:28:00,20
2012-03-12 23:08:00,100
2012-03-13 07:08:00,100
2012-03-13 07:25:00,89
2012-03-13 15:25:00,89
2012-03-13 15:57:00,67
2012-03-13 16:30:00,67
2012-03-13 16:36:00,65
2012-03-13 20:19:00,65
2012-03-13 21:05:00,45
2012-03-14 07:33:00,100
2012-03-14 08:05:00,84
2012-03-14 11:54:00,84
2012-03-14 12:11:00,73
2012-03-14 12:50:00,73
2012-03-14 12:53:00,73
2012-03-14 13:12:00,73
2012-03-14 13:17:00,71
2012-03-14 14:26:00,71
2012-03-14 14:38:00,66
2012-03-14 21:05:00,45
2012-03-15 01:18:00,100
2012-03-15 22:19:00,66
2012-03-15 22:29:00,61
2012-03-16 07:24:00,61
2012-03-16 07:39:00,50
2012-03-16 17:33:00,50
2012-03-16 17:48:00,39
2012-03-16 18:26:00,39
2012-03-16 22:59:00,100
2012-03-17 07:59:00,100
2012-03-17 08:13:00,92
2012-03-17 08:20:00,92
2012-03-17 08:25:00,89
2012-03-17 08:37:00,89
2012-03-17 08:43:00,88
2012-03-17 16:53:00,88
2012-03-17 17:01:00,86
2012-03-17 17:06:00,86
2012-03-17 17:13:00,84
2012-03-17 17:41:00,84
2012-03-17 18:05:00,73
2012-03-18 09:30:00,73
2012-03-18 09:50:00,64
2012-03-18 17:55:00,64
2012-03-18 18:15:00,55
2012-03-19 07:22:00,55
2012-03-19 07:40:00,41
2012-03-19 16:18:00,41
2012-03-19 16:34:00,31
2012-03-19 16:34:00,31
2012-03-19 21:44:00,100
2012-03-20 07:07:00,100
2012-03-20 07:23:00,88
2012-03-20 16:26:00,88
2012-03-20 16:31:00,85
2012-03-20 16:49:00,85
2012-03-20 17:07:00,74
2012-03-21 07:26:00,74
2012-03-21 07:49:00,63
2012-03-21 16:31:00,63
2012-03-21 16:51:00,57
2012-03-21 19:12:00,57
